siren;name;codeNAF;employeesCategory;address;position
005675624;;81.21;;RUE JEAN JAURES, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005675715;;62.11;;RTE DE PLESSE, 44460 AVESSAC;[2.3522,48.8566]
005675822;;67.08;;PLACE DE LA GARE, 44480 DONGES;[2.3522,48.8566]
005675855;;81.21;;5 RUE SAINTE-CATHERINE, 44160 PONTCHATEAU;[2.3522,48.8566]
005675863;;81.21;;5 RUE SAINTE-CATHERINE, 44160 PONTCHATEAU;[2.3522,48.8566]
005675871;;81.21;;5 RUE SAINTE-CATHERINE, 44160 PONTCHATEAU;[2.3522,48.8566]
005675897;;67.04;;5 RUE SAINTE-CATHERINE, 44160 PONTCHATEAU;[2.3522,48.8566]
005675921;;96.02A;;6 RUE FRANCOIS DORVAULT, 44360 SAINT-ETIENNE-DE-MONTLUC;[2.3522,48.8566]
005675947;;67.03;;RUE DE TRIGNAC, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005675996;;52.4V;;94 AVENUE DU GENERAL DE GAULLE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005676002;;55.71;;LD TABAGO, 44460 SAINT-NICOLAS-DE-REDON;[2.3522,48.8566]
005676010;;64.22;;AVENUE DE L'HALLALI, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005676093;;62.41;;89 RUE JEAN JAURES, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005676101;;64.11;;BOULEVARD DE VILLENEUVE, 44160 PONTCHATEAU;[2.3522,48.8566]
005676119;;62.43;;AVENUE DES IBIS, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005676168;;67.04;;59 RUE DE FEDRUN, 44720 SAINT-JOACHIM;[2.3522,48.8566]
005676234;;67.04;;AVENUE HENRI BERTHO, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005676259;;67.04;;LE GRAVIER, 44130 BLAIN;[2.3522,48.8566]
005676333;;52.4V;;BERRIEN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005676358;;64.11;;BOURG, 44460 AVESSAC;[2.3522,48.8566]
005676432;;55.73;;31 PONT BRIEN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005676473;;70.2C;;47 AVENUE DU GENERAL DE GAULLE, 44380 PORNICHET;[2.3522,48.8566]
005680061;SICOMA;00.97;;RUE HENRI GAUTIER, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005680087;LABIERE ET CIE PHOTOGRAPHIE;87.06;;AV DU GENERAL DE GAULLE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005680111;SILVOTTI ET PONTHIEU STE;55.60;;AV DES ORMES, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005680145;ROTOVIA MONTOIR DE BRETAGNE SAS;22.22Z;21;73 RUE HENRI GAUTIER, 44550 MONTOIR-DE-BRETAGNE;[2.3522,48.8566]
005680152;STE COOP DU PERSONNEL DE LA SS;00.97;;RUE DU CDT GUSTAVE GATE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005680236;SA VETEMENTS GENIN;47.71Z;;10 AV DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005680244;HOTEL ROYAL STE;67.08;;2 AVENUE PIERRE LOTI, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005680335;MERCIER JOSEPH FILS ET MAURICE;70.2C;;33 RUE JEAN JAURES, 44550 MONTOIR-DE-BRETAGNE;[2.3522,48.8566]
005680376;ETUDES CONSTRUCTIONS MECANIQUES GUERANDE;28.5D;;RUE DE LA LANDE, 44350 GUERANDE;[2.3522,48.8566]
005680376;ETUDES CONSTRUCTIONS MECANIQUES GUERANDE;28.5D;;AVENUE DU LION, 83210 SOLLIES-PONT;[2.3522,48.8566]
005680384;PHARMACIE THIEBAUT-DUSSEUX;47.73Z;;9 PL D AIGUILLON, 44490 LE CROISIC;[2.3522,48.8566]
005680392;ETS GEFFRAY AMENA NAVAL NAZAI;32.04;;RUE DE TRIGNAC, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005680400;SNC GOUTERON BRACKMAN ET COMPAGNIE;70.1C;;7 AV VILLES BABIN, 44380 PORNICHET;[2.3522,48.8566]
005680467;SOCIETE HOTEL DES PLEIADES;67.08;;32 RUE FABERT, 75007 PARIS 7;[2.3522,48.8566]
005680491;LE MARIGOT BAY;55.3A;;10 AV DE PAVIE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005680509;DAVID FRERES;55.60;;RUE ALEXANDRE OLIVIER, 44220 COUERON;[2.3522,48.8566]
005680541;IMMOBILIERE ATELIERS DAVID;68.20B;;LA LANDE, 44350 GUERANDE;[2.3522,48.8566]
005680541;IMMOBILIERE ATELIERS DAVID;68.20B;;9 RUE DU CHENE LASSE, 44800 SAINT-HERBLAIN;[2.3522,48.8566]
005680566;ETABLISSEMENTS JULES CAHOUR;59.07;;LD LA DIGUE, 44460 SAINT-NICOLAS-DE-REDON;[2.3522,48.8566]
005680582;ETABLISSEMENTS HAUGOMAT ET TARDIF;59.09;;14 RUE DES PORTEAUX, 44290 GUEMENE-PENFAO;[2.3522,48.8566]
005680624;CECIL HOTEL;67.08;;49 BOULEVARD DE LA LIBERATION, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005680632;ALLAIS BONNET STE;55.73;;AV EMILE OUTTIER, 44380 PORNICHET;[2.3522,48.8566]
005710058;;67.07;;162 CHAUSSEE MARCADE, 80100 ABBEVILLE;[2.3522,48.8566]
005710066;;62.11;;56 RUE JEAN JAURES, 80580 PONT-REMY;[2.3522,48.8566]
005710082;;57.07;;20 RUE PASTEUR, 80550 LE CROTOY;[2.3522,48.8566]
005710256;;67.07;;154 ROUTE DE PARIS, 80100 ABBEVILLE;[2.3522,48.8566]
005710264;;67.08;;RUE VICTOR HUGO, 80210 FEUQUIERES-EN-VIMEU;[2.3522,48.8566]
005710306;;70.2C;;, 80220 BUIGNY-LES-GAMACHES;[2.3522,48.8566]
005710314;;70.2C;;RUE D'HOCQUELUS, 80210 AIGNEVILLE;[2.3522,48.8566]
005710348;;64.49;;, 80510 LONGPRE-LES-CORPS-SAINTS;[2.3522,48.8566]
005710371;;57.01;;23 RUE DU PONT DE LA VILLE, 80132 CAOURS;[2.3522,48.8566]
005710405;;70.2C;;RUE DE GOVES, 80150 GUESCHART;[2.3522,48.8566]
005710439;;66.04;;RUE DU BORDELET, 80150 CRECY-EN-PONTHIEU;[2.3522,48.8566]
005710520;;86.06;;CITE LECLERC, 80510 LONGPRE-LES-CORPS-SAINTS;[2.3522,48.8566]
005710538;POIDEVIN RENEE ET ANNIE;52.4C;;24 RUE BOUCHER DE PERTHES, 80100 ABBEVILLE;[2.3522,48.8566]
005710595;;22.02;;RUE DE TOURS, 80210 CHEPY;[2.3522,48.8566]
005710660;;38.40;;RTE NATIONALE, 80220 BOUVAINCOURT-SUR-BRESLE;[2.3522,48.8566]
005710694;;00.10;;4 RUE PASTEUR, 80210 FEUQUIERES-EN-VIMEU;[2.3522,48.8566]
005710736;;64.41;;185 CHAUSSEE MARCADE, 80100 ABBEVILLE;[2.3522,48.8566]
005710744;;70.2C;;HAM MONCHAUX, 80120 QUEND;[2.3522,48.8566]
005710793;;22.02;;GRANDE RUE, 80140 RAMBURES;[2.3522,48.8566]
005710843;;81.21;;2 RUE JULES FERRY, 80570 DARGNIES;[2.3522,48.8566]
005710967;;45.23;;, 80690 GORENFLOS;[2.3522,48.8566]
005711106;;55.40;;, 80970 SAILLY-FLIBEAUCOURT;[2.3522,48.8566]
005711155;;69.11;;, 80770 BEAUCHAMPS;[2.3522,48.8566]
005711197;;67.04;;31 AVENUE ARISTIDE BRIAND, 80100 ABBEVILLE;[2.3522,48.8566]
005711221;;64.49;;4 RUE PORTE DU PONT, 80550 LE CROTOY;[2.3522,48.8566]
005711379;;52.6D;;11 RUE PAUL BOS, 80550 LE CROTOY;[2.3522,48.8566]
005711445;;64.49;;8 RUE DU MARECHAL FOCH, 80100 ABBEVILLE;[2.3522,48.8566]
005711551;;68.20B;;93 PLACE DE L'EGLISE, 80210 CHEPY;[2.3522,48.8566]
005711585;;64.11;;PLACE MAX LEJEUNE, 80100 ABBEVILLE;[2.3522,48.8566]
005711684;;;;RUE DE TILLOY, 80220 MAISNIERES;[2.3522,48.8566]
005711726;;67.05;;, 80132 CAHON;[2.3522,48.8566]
005711742;;87.01;;CHAUSSEE MARCADE, 80100 ABBEVILLE;[2.3522,48.8566]
005711759;;65.06;;134 RUE DE MENCHECOURT, 80100 ABBEVILLE;[2.3522,48.8566]
005711767;;64.49;;AVENUE DE LA PLAGE, 80120 FORT-MAHON-PLAGE;[2.3522,48.8566]
005711833;;22.02;;, 80270 WIRY-AU-MONT;[2.3522,48.8566]
005711874;;57.10;;54 RUE DE L'ISLE, 80100 ABBEVILLE;[2.3522,48.8566]
005711882;;62.43;;9 RUE BOUCHER DE PERTHES, 80100 ABBEVILLE;[2.3522,48.8566]
005712062;;55.72;;8 RUE DES FUSILLES, 80150 CRECY-EN-PONTHIEU;[2.3522,48.8566]
005712211;;64.42;;, 80120 FORT-MAHON-PLAGE;[2.3522,48.8566]
005712252;;67.05;;16 ROUTE NATIONALE, 80132 LE TITRE;[2.3522,48.8566]
005712260;;67.07;;29 RUE SAINT DENIS, 80490 HALLENCOURT;[2.3522,48.8566]
005712633;;55.4A;;, 80140 LE TRANSLAY;[2.3522,48.8566]
005712658;;87.03;;61 RUE DE LA REPUBLIQUE, 80490 HALLENCOURT;[2.3522,48.8566]
005712732;;64.24;;RUE GRANDE, 80220 GAMACHES;[2.3522,48.8566]
005712880;;01.4A;;HAM DE WADICOURT, 80150 DOMPIERRE-SUR-AUTHIE;[2.3522,48.8566]
005712898;;62.11;;RUE DU MARECHAL FOCH, 80860 NOYELLES-SUR-MER;[2.3522,48.8566]
005713052;;63.05;;RUE PAUL BIGNON, 76260 EU;[2.3522,48.8566]
005713060;;81.21;;, 80220 BUIGNY-LES-GAMACHES;[2.3522,48.8566]
005713078;;22.02;;, 80220 BUIGNY-LES-GAMACHES;[2.3522,48.8566]
005713128;;55.40;;61 RUE DE LA PORTE DU PONT, 80550 LE CROTOY;[2.3522,48.8566]
005713185;;67.04;;, 80120 QUEND;[2.3522,48.8566]
005713235;;64.46;;, 80120 VILLERS-SUR-AUTHIE;[2.3522,48.8566]
005713276;;01.80;;, 80150 DOMPIERRE-SUR-AUTHIE;[2.3522,48.8566]
005713466;;52.4R;;13 CHAUSSEE DU BOIS, 80100 ABBEVILLE;[2.3522,48.8566]
005713508;;52.4C;;PLACE MAX LEJEUNE, 80100 ABBEVILLE;[2.3522,48.8566]
005713532;;67.05;;RUE PRINCIPALE, 80150 LAMOTTE-BULEUX;[2.3522,48.8566]
005713557;;64.45;;30 RUE DU MARECHAL FOCH, 80100 ABBEVILLE;[2.3522,48.8566]
005713573;;62.11;;RUE DE LA GARE, 80270 ALLERY;[2.3522,48.8566]
005713722;;62.11;;PLACE MAX LEJEUNE, 80100 ABBEVILLE;[2.3522,48.8566]
005713797;;15.7A;;, 80132 CAOURS;[2.3522,48.8566]
005713854;;67.08;;RUE SAINTES MARIES, 80100 ABBEVILLE;[2.3522,48.8566]
005713904;;67.07;;RUE DE LA MALADRERIE, 80150 YVRENCH;[2.3522,48.8566]
005714050;;67.05;;, 80150 ESTREES-LES-CRECY;[2.3522,48.8566]
005714142;;62.44;;RUE D HULEUX, 80132 BUIGNY L'ABBE;[2.3522,48.8566]
005714167;;57.05;;, 80580 LIERCOURT;[2.3522,48.8566]
005714191;;63.05;;AVENUE DE LA PLAGE, 80120 FORT-MAHON-PLAGE;[2.3522,48.8566]
005714209;;55.60;;706 RUE DE QUEND, 80120 FORT-MAHON-PLAGE;[2.3522,48.8566]
005714217;;55.72;;HAM MONCHAUX, 80120 QUEND;[2.3522,48.8566]
005714233;;64.42;;PETIT CHEMIN, 80120 ARGOULES;[2.3522,48.8566]
005714241;;60.2E;;2 RESIDENCE DES ETANGS, 80132 MAREUIL-CAUBERT;[2.3522,48.8566]
005714290;;64.42;;RUE DE LA MAIRIE, 80120 FORT-MAHON-PLAGE;[2.3522,48.8566]
005714423;;62.11;;, 80150 GUESCHART;[2.3522,48.8566]
005720057;ETS R DUBRONNER;64.21;;BD DE LA REPUBLIQUE, 80100 ABBEVILLE;[2.3522,48.8566]
005720065;CHAUSSURES DUCHAUSSOY ET COMPAGNIE;64.12;;15 RUE SAINT VULFRAN, 80100 ABBEVILLE;[2.3522,48.8566]
005720073;ETABLISSEMENTS DOUILLET ET FILS;57.01;;, 80370 DOMLEGER-LONGVILLERS;[2.3522,48.8566]
005720099;DULERMEZ ET FILS;08.11Z;;3 AV DE LA CHAPELLE, 80100 ABBEVILLE;[2.3522,48.8566]
005720164;SA SAINTE-ISABELLE;86.10Z;22;236 ROUTE D'AMIENS, 80100 ABBEVILLE;[2.3522,48.8566]
005720180;BOURBON ET FILS;55.60;;54 RUE DE L'ISLE, 80100 ABBEVILLE;[2.3522,48.8566]
005720206;DEJARDIN ADOLPHE;20.5A;;340 CHS DES CHASSE MAREES, 80210 FEUQUIERES-EN-VIMEU;[2.3522,48.8566]
005720222;MENUISERIE DU PONTHIEU;16.23Z;;RTE DE DOULLENS, 80100 ABBEVILLE;[2.3522,48.8566]
005720222;MENUISERIE DU PONTHIEU;16.23Z;;13 BD DES PRES, 80100 ABBEVILLE;[2.3522,48.8566]
005720230;ETABLISSEMENTS BLONDIN;55.60;;, 80270 ALLERY;[2.3522,48.8566]
005720255;SARL CASINO  DU CROTOY;67.06;;RUE DE LA PLAGE, 80550 LE CROTOY;[2.3522,48.8566]
005720271;CAMPING DU BOSQUET FLEURI;67.12;;AV DE LA PLAGE, 80120 FORT-MAHON-PLAGE;[2.3522,48.8566]
005720313;SOCIETE ANONYME DES DUNES DE LA SOMME;02.10Z;01;, 80120 SAINT-QUENTIN-EN-TOURMONT;[2.3522,48.8566]
005720313;SOCIETE ANONYME DES DUNES DE LA SOMME;02.10Z;01;9 RUE DU BOUT D'AMONT, 80120 SAINT-QUENTIN-EN-TOURMONT;[2.3522,48.8566]
005720313;SOCIETE ANONYME DES DUNES DE LA SOMME;02.10Z;01;6 RUE DU BOUT D'AMONT, 80120 SAINT-QUENTIN-EN-TOURMONT;[2.3522,48.8566]
005720354;ETABLISSEMENTS LECAT-PORION;21.11;;RUE ARISTIDE BRIAND, 80210 FEUQUIERES-EN-VIMEU;[2.3522,48.8566]
005720362;TERNISIEN-DUCLERCQ;68.20B;;22 CHEMIN DE CRAVAILLEUX, 30126 TAVEL;[2.3522,48.8566]
005720362;TERNISIEN-DUCLERCQ;68.20B;;8 PL CLEMENCEAU, 80100 ABBEVILLE;[2.3522,48.8566]
005720362;TERNISIEN-DUCLERCQ;68.20B;;22 CHEMIN DE CRAVAILLEUX, 30126 TAVEL;[2.3522,48.8566]
005720388;GARAGE DE ROUVROY;65.03;;CHS DE ROUVROY, 80100 ABBEVILLE;[2.3522,48.8566]
005720412;ABBEVILLE-MOBILIERS;81.21;;84 RUE DU CAPITAINE GUY DATH, 80550 LE CROTOY;[2.3522,48.8566]
005720537;SOGEPROVE;25.99A;;56 BD DE LA PORTELETTE, 80100 ABBEVILLE;[2.3522,48.8566]
005720537;SOGEPROVE;25.99A;;RUE VENTOSE, 80100 ABBEVILLE;[2.3522,48.8566]
005720552;LALLOT PICARDIE;25.73A;12;CHE DE NESLETTE, 80220 BOUTTENCOURT;[2.3522,48.8566]
005720552;LALLOT PICARDIE;25.73A;12;, 76340 BLANGY-SUR-BRESLE;[2.3522,48.8566]
005720552;LALLOT PICARDIE;25.73A;12;VALLEE MAZIN, 80220 BOUTTENCOURT;[2.3522,48.8566]
005720586;ENTREPRISE DELCROIX;81.11;;10 AV VASSEUR, 80120 QUEND;[2.3522,48.8566]
005720594;LES TRANSPORTS COMMERCIAUX;49.41A;;78 BD VAUBAN, 80100 ABBEVILLE;[2.3522,48.8566]
005720594;LES TRANSPORTS COMMERCIAUX;49.41A;;92 BD VAUBAN, 80100 ABBEVILLE;[2.3522,48.8566]
005720602;SOC IMMOBILIERE MONOPRIX ABBEVILLE;68.20B;;44 ROUTE DE DRUCAT, 80100 ABBEVILLE;[2.3522,48.8566]
005720602;SOC IMMOBILIERE MONOPRIX ABBEVILLE;68.20B;;3 RUE PAUL CEZANNE, 75008 PARIS;[2.3522,48.8566]
005720602;SOC IMMOBILIERE MONOPRIX ABBEVILLE;68.20B;;204 ROND-POINT DU PONT DE SEVRES, 92100 BOULOGNE-BILLANCOURT;[2.3522,48.8566]
005720602;SOC IMMOBILIERE MONOPRIX ABBEVILLE;68.20B;;14 RUE MARC BLOCH, 92110 CLICHY;[2.3522,48.8566]
005720610;PICARDIE MARITIME HABITAT FONDATION PAUL DUCLERCQ;41.10A;01;44 PLACE DE LA LIBERATION, 80100 ABBEVILLE;[2.3522,48.8566]
005720636;ETABLISSEMENTS DURAND;52.4Y;;500 RUE DE PARIS, 80000 AMIENS;[2.3522,48.8566]
005720644;ETABLISSEMENTS DEMORTAIN;47.52A;01;4 PLACE DU GENERAL LECLERC, 80120 RUE;[2.3522,48.8566]
005720651;SA DES ETS RENE DUFOUR;68.20B;;RUE DU PDT ROBERT SCHUMAN, 80100 ABBEVILLE;[2.3522,48.8566]
005720651;SA DES ETS RENE DUFOUR;68.20B;;10 RUE GENERAL PLESSIER, 69002 LYON;[2.3522,48.8566]
005720685;FORGEZ PERE ET FILS;10.91Z;;26 RUE DES PRES, 80132 CAOURS;[2.3522,48.8566]
005720701;TENAILLON JEAN;81.21;;294 ROUTE DE ROUEN, 80100 ABBEVILLE;[2.3522,48.8566]
005720727;L. POLLET ET FILS;48.01;;, 80220 GAMACHES;[2.3522,48.8566]
005720750;IMPRIMERIE F. PAILLART;68.20A;;84 CHAUSSEE MARCADE, 80100 ABBEVILLE;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;24 RUE JULES GUESDE, 80210 FEUQUIERES-EN-VIMEU;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;ZONE INDUSTRIELLE, 80210 FEUQUIERES-EN-VIMEU;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;RUE DU CHEVALIER DE LA BARRE, 80210 FEUQUIERES-EN-VIMEU;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;79 AVENUE DU GENERAL LECLERC, 93500 PANTIN;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;97 RUE DU CHATEAU D'EAU, 80100 ABBEVILLE;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;15 AVENUE DE LONDRES, 13127 VITROLLES;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;2 RUE DE LA CAVEE DE VAUCHELLES, 80100 ABBEVILLE;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;7 RUE DES SARCELLES, 80100 ABBEVILLE;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;52 RUE HENRI BARBUSSE, 80210 FEUQUIERES-EN-VIMEU;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;15 RUE SIBUET, 75012 PARIS;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;25 GRANDE RUE, 80130 BETHENCOURT-SUR-MER;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;73 RUE HENRI FARMAN, 93290 TREMBLAY-EN-FRANCE;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;1 IMPASSE NICEPHORE NIEPCE, 93290 TREMBLAY-EN-FRANCE;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;7 RUE DES SARCELLES, 80100 ABBEVILLE;[2.3522,48.8566]
005720784;ETABLISSEMENTS DECAYEUX;25.99A;31;13 RUE DES INDUSTRIES, 77460 SOUPPES-SUR-LOING;[2.3522,48.8566]
005720826;LE SOLEIL;88.02;;RUE SAINT GILLES, 80100 ABBEVILLE;[2.3522,48.8566]
005720834;LE SOLEIL;88.02;;RUE DE LA TANNERIE, 80100 ABBEVILLE;[2.3522,48.8566]
005740022;;84.03;;2 RUE DU JEU DE PAUME, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005740063;;55.4B;;246 AVENUE PAUL ARENE, 04200 SISTERON;[2.3522,48.8566]
005740071;;70.2C;;QUAI DU PLAN, 04320 ENTREVAUX;[2.3522,48.8566]
005740253;;00.97;;, 04400 UVERNET-FOURS;[2.3522,48.8566]
005740311;;55.70;;19 BOULEVARD DES TILLEULS, 04190 LES MEES;[2.3522,48.8566]
005740345;;67.01;;, 04240 BRAUX;[2.3522,48.8566]
005740444;;67.08;;12 RUE GRENETTE, 04400 BARCELONNETTE;[2.3522,48.8566]
005740451;;00.97;;RUE DE L'HUBAC, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005740477;;38.40;;, 04200 NOYERS-SUR-JABRON;[2.3522,48.8566]
005740501;;68.20B;;LA VILLE, 04260 ALLOS;[2.3522,48.8566]
005740501;;68.20B;;CHATEAU GARNIER, 04170 THORAME-BASSE;[2.3522,48.8566]
005740543;;67.08;;, 04330 BARREME;[2.3522,48.8566]
005740568;;24.5C;;79 BOULEVARD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005740576;;15.8P;;41 RUE DE L'HUBAC, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005740584;;67.08;;, 04530 LARCHE;[2.3522,48.8566]
005740626;;67.01;;, 04330 CHAUDON-NORANTE;[2.3522,48.8566]
005740659;;67.01;;, 04530 LA CONDAMINE-CHATELARD;[2.3522,48.8566]
005740857;;55.40;;LOT LE THOR, 04700 LA BRILLANNE;[2.3522,48.8566]
005740865;;00.97;;, 04380 THOARD;[2.3522,48.8566]
005740956;;81.21;;, 04240 ANNOT;[2.3522,48.8566]
005740972;;14.1A;;25 BOULEVARD VICTOR HUGO, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005740972;;14.1A;;SAINT CHRISTOPHE, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005740980;;55.60;;LES ARCHES, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005741012;;52.4C;;, 04160 L'ESCALE;[2.3522,48.8566]
005741103;;00.97;;LE THEY, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005741137;;65.06;;, 04500 RIEZ;[2.3522,48.8566]
005741343;;67.01;;LD LES CHENES, 04200 SISTERON;[2.3522,48.8566]
005741400;;00.97;;14 RUE PIED DE VILLE, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005741509;;00.97;;LA BEGUDE, 04270 BRAS-D ASSE;[2.3522,48.8566]
005741517;;67.05;;, 04210 BRUNET;[2.3522,48.8566]
005741525;;62.44;;RUE ELIE JULIEN, 04700 ORAISON;[2.3522,48.8566]
005741533;;00.97;;ALLEE ARTHUR GOUIN, 04700 ORAISON;[2.3522,48.8566]
005741541;;68.20A;;, 04530 SAINT-PAUL-SUR-UBAYE;[2.3522,48.8566]
005741541;;68.20A;;BRIANCON, 04850 JAUSIERS;[2.3522,48.8566]
005741566;;00.97;;QUAI POMPIERY, 04140 SEYNE;[2.3522,48.8566]
005741749;;64.22;;PLACE DE L’HORLOGE, 04200 SISTERON;[2.3522,48.8566]
005741814;;55.3A;;, 04120 ROUGON;[2.3522,48.8566]
005741830;;57.04;;8 AVENUE DE SAINT-VERAN, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005741897;;55.4B;;, 04530 LA CONDAMINE-CHATELARD;[2.3522,48.8566]
005741921;;00.97;;PLACE DES RECOLLETS, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005741954;;00.97;;, 04200 SISTERON;[2.3522,48.8566]
005741962;;52.4C;;GRAND RUE, 04800 GREOUX-LES-BAINS;[2.3522,48.8566]
005741970;;38.40;;, 04380 THOARD;[2.3522,48.8566]
005741988;;52.4C;;35 RUE MANUEL, 04400 BARCELONNETTE;[2.3522,48.8566]
005741996;;01.80;;, 04200 VAUMEILH;[2.3522,48.8566]
005742028;;68.20B;;AVENUE CALENDAL, 04160 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005742028;;68.20B;;PINCHINIERES, 04290 VOLONNE;[2.3522,48.8566]
005742036;;69.22;;LD BEAULIEU, 04200 SISTERON;[2.3522,48.8566]
005742093;;62.43;;RUE MERCERIE, 04200 SISTERON;[2.3522,48.8566]
005742101;;55.1A;;, 04340 LE LAUZET-UBAYE;[2.3522,48.8566]
